Id,target
0,109.81316869649973
1,112.58215377758302
2,-26.389128612823114
3,-49.10294075370909
4,-100.96060664699327
5,-49.73540205327296
6,-80.77766697658784
7,18.94759046148751
8,168.26112293074158
9,167.60202875255405
10,-110.25676024378501
11,-25.42682453700968
12,-8.944149089462679
13,117.4675350712974
14,35.42439463055867
15,40.68545376085848
16,-194.3321635220576
17,17.62011577641358
18,6.526273392764314
19,131.04381364345673
20,60.053350387934366
21,-66.88442915127278
22,-113.1022900296657
23,-12.784456930379163
24,-62.88696423690841
25,7.337640573166915
26,24.36381679402047
27,103.03454655957968
28,18.755097792244705
29,-31.18083302122347
30,106.11922754312874
31,-49.876190035865186
32,211.62787589109178
33,-19.27181182233353
34,-233.34354390532815
35,149.2678664923915
36,-7.20789528626177
37,7.823682061924837
38,-312.6576370335081
39,72.35494655570712
40,-86.15653818149389
41,-211.3586002261439
42,-242.9863111700014
43,129.1187856693804
44,-78.68768023360587
45,99.72061380795978
46,-8.52173865760012
47,15.724860419619256
48,-102.69574179947585
49,-32.48404667691084
50,6.069270161597757
51,-179.32333745942202
52,60.31350002504535
53,-102.3111807591036
54,-111.1901373286615
55,-160.3039954243223
56,57.192352793863925
57,103.99814232271754
58,-79.31383914476943
59,36.79772352186287
60,36.140922676643456
61,-55.76048277109442
62,159.64686222542235
63,38.53822832101118
64,51.83130091015192
65,18.590788159751305
66,76.35288635574815
67,-7.188282942960673
68,-7.8672500543496415
69,-3.260227614616424
70,-29.340349173762977
71,156.0926286225007
72,-45.53788576494215
73,16.824963702579982
74,-71.22511736198457
75,-74.54520393227195
76,32.30071242997965
77,-164.95330710706435
78,-6.3710308510595635
79,145.9702377769025
80,-43.06553448827212
81,-125.05738500041073
82,-198.7338947386388
83,31.189033478574302
84,141.23154842428855
85,266.12962919116126
86,-261.22054687481005
87,-92.87407497516922
88,71.20461409222783
89,-94.64666609370266
90,-54.57289575170093
91,119.9639776363276
92,-168.41865144550363
93,-121.62187311618042
94,43.75080676675396
95,92.51688191946398
96,-220.21764253704575
97,-125.78711706661625
98,-176.91464760210263
99,-55.957572164880126
100,122.5621618964605
101,-88.46502264462832
102,-8.409314404191528
103,-6.100320963310593
104,-4.898417165554586
105,75.60403724277634
106,39.54165659447743
107,87.4471176220807
108,-35.62320814288836
109,-89.20844301072243
110,33.302224134208195
111,13.065682711924973
